id,card_holder_key,card_holder,card_holder_inst_key,building_key,date_key,time_key,reader_key,user_type,hour,used_presence_this_day,is_enrolled_today,company,user_type_label
1006,222,22ee28a3-fcbf-eeaf-5ca2-d3f07c062749,13,2,20251209,921,2,1,15,0,0,Roku,Personnel
1007,118,7f69be5f-db4a-fafa-815f-f52841f1cddb,5,2,20260106,510,18,1,8,0,0,Convene 31,Personnel
1008,235,f06e7818-c806-e815-6f72-0adca9c98da0,14,1,20251215,962,11,1,16,0,0,32 BJ Union,Personnel
1009,270,73bb9f6d-c3c0-6f1e-4665-ee85cb5dbfed,20,3,20260108,1062,2,1,17,0,1,West Monroe,Personnel
1010,47,e5bb0261-31de-5a9b-042f-3bb56524da0f,1,1,20260210,801,3,1,13,0,0,The New York & Presbyterian,Personnel
1011,193,855f28c6-1a3d-3f6a-b16a-357f814296fe,9,1,20260128,459,12,1,7,0,0,Warburg Pincus,Personnel
1012,205,d623c737-d3ef-e076-3595-0a824e9a48e3,11,4,20251222,474,11,1,7,0,0,RGN-New York XXXII LLC,Personnel
1013,62,b316cf7c-4004-ea8c-6467-85619c2652de,2,1,20251118,551,8,1,9,0,0,Ralph Lauren Corporation,Personnel
1014,91,2f3d9a2a-5cdc-266c-889f-bfc160332706,4,2,20260113,523,9,1,8,0,0,Convene,Personnel
1015,202,9f502a29-f707-81f3-3376-d335be6c6225,10,4,20260212,554,10,2,9,0,0,Linhart Dentistry,Visitor
1016,122,27b115fb-2055-2c0d-2411-0dd0f97236f7,5,2,20251209,483,15,1,8,0,0,Convene 31,Personnel
1017,129,ed3833c8-428b-cb03-9b7f-4bd255ecab7a,5,2,20260109,594,3,1,9,0,0,Convene 31,Personnel
1018,13,aabf7434-d264-ad4f-1096-7561dd51e1d8,1,1,20251201,772,5,1,12,0,0,The New York & Presbyterian,Personnel
1019,158,38028e2e-fa7f-638f-0fce-56f79a5df419,7,3,20260202,835,12,1,13,0,0,Mizuho Americas Services,Personnel
1020,231,8a01651e-3227-a1ff-b6ce-8605a146c5b6,14,1,20251124,748,2,1,12,0,1,32 BJ Union,Personnel
1021,22,eeb8e8ac-8fc3-f64e-6863-3501605d92e7,1,1,20251125,835,8,1,13,0,0,The New York & Presbyterian,Personnel
1022,146,5c434496-2e8c-3496-3e16-22e8e78e03f2,6,1,20251211,558,12,1,9,0,1,Jack Studios Inc,Personnel
1023,214,1d0e7475-63e6-11a9-1c8f-09f4c7dad914,12,3,20260106,371,9,1,6,0,0,Palantir & Current,Personnel
1024,174,1e5ddef2-7603-2fc1-ac6b-d384d6c48fb7,8,3,20251117,658,4,1,10,0,0,Amazon,Personnel
1025,114,2b0b6f7b-5406-8dd1-bd02-5ac3d62bfc1d,5,2,20251204,830,19,1,13,0,0,Convene 31,Personnel
1026,166,659d225e-18f6-f111-07b0-49fa215b966f,8,3,20251107,989,12,1,16,0,1,Amazon,Personnel
1027,44,2d4ef446-b0b1-9641-a3dd-96599f454fbf,1,1,20260107,630,6,1,10,0,0,The New York & Presbyterian,Personnel
1028,178,0dcf15f5-f087-d43f-3abf-2990bda5c0eb,8,3,20260126,540,19,1,9,0,0,Amazon,Personnel
1029,296,28fe66be-b334-41e0-2ebe-6cb3174df322,28,1,20251121,475,14,1,7,0,0,BasePoint Capital,Personnel
1030,150,644c2222-975f-5cfb-1f85-163d2a8bfa75,7,3,20251217,935,3,1,15,0,0,Mizuho Americas Services,Personnel
1031,247,5bf977b9-12f1-0097-96ed-7909951f0e03,16,5,20251126,550,10,1,9,0,0,Guidehouse,Personnel
1032,113,02d248e3-0a37-d1a7-4db0-e02909f69500,5,2,20260120,598,14,1,9,0,0,Convene 31,Personnel
1033,97,35e27aef-5020-8f65-4227-5002498ec2ae,4,2,20251203,491,18,1,8,0,0,Convene,Personnel
1034,157,205f2f81-1c15-659b-9c72-31ac33184cb7,7,3,20251114,505,6,1,8,0,0,Mizuho Americas Services,Personnel
1035,265,ec09cf85-b854-2abc-779a-1605be0c0c22,19,2,20251103,579,8,2,9,0,0,Elite Model World,Visitor
1036,178,0dcf15f5-f087-d43f-3abf-2990bda5c0eb,8,3,20251125,552,1,1,9,0,1,Amazon,Personnel
1037,215,df3e6e35-3f5a-2740-deb4-f942c4ba5a53,12,3,20260126,527,6,1,8,0,0,Palantir & Current,Personnel
1038,209,590e0260-8fc2-da42-0091-28adacf8f045,11,4,20260115,623,16,2,10,0,0,RGN-New York XXXII LLC,Visitor
1039,260,55b685d7-cb6a-2792-18a6-efbc096bb8b5,18,1,20251121,851,13,1,14,0,0,RXR (75 Rock),Personnel
1040,69,9b0b5824-3206-0961-db19-b5a6bf2ff3bf,2,1,20260129,543,4,2,9,0,0,Ralph Lauren Corporation,Visitor
1041,235,f06e7818-c806-e815-6f72-0adca9c98da0,14,1,20251104,595,19,1,9,0,0,32 BJ Union,Personnel
1042,107,eb36e847-ced1-f9a9-6ca2-16ddecbaddac,4,2,20251104,1008,16,1,16,0,0,Convene,Personnel
1043,83,31c5450d-bf71-704f-206f-931c01fc159a,3,2,20251218,590,14,1,9,0,0,FASHIONPHILE,Personnel
1044,120,92c5f84d-48e8-98a9-1d3b-a4a31764e199,5,2,20251212,802,18,1,13,0,0,Convene 31,Personnel
1045,150,644c2222-975f-5cfb-1f85-163d2a8bfa75,7,3,20260114,686,7,2,11,0,0,Mizuho Americas Services,Visitor
1046,214,1d0e7475-63e6-11a9-1c8f-09f4c7dad914,12,3,20251209,821,10,1,13,0,0,Palantir & Current,Personnel
1047,8,9152ed5d-2b72-552b-4f3c-19909e510790,1,1,20251226,810,12,1,13,0,0,The New York & Presbyterian,Personnel
1048,187,90abddba-83e8-6f11-1e7e-cfb56a625411,9,1,20251218,579,10,1,9,1,1,Warburg Pincus,Personnel
1049,161,42616865-95ea-2b04-a5ea-3da7787d6cea,7,3,20251107,481,16,1,8,0,0,Mizuho Americas Services,Personnel
1050,92,03eadd55-3ced-2f7e-5dd1-f62d068a2039,4,2,20260112,557,4,1,9,0,0,Convene,Personnel
1051,134,45900178-3626-7b9e-00bf-5aa273678844,6,1,20251215,694,12,1,11,0,0,Jack Studios Inc,Personnel
1052,78,c1f4fada-315b-5e69-40a6-c927127e4bc6,3,2,20251118,664,4,1,11,1,1,FASHIONPHILE,Personnel
1053,7,1d2a6e46-8de1-6bb4-5927-fe7483fc0f15,1,1,20251217,778,15,1,12,0,0,The New York & Presbyterian,Personnel
1054,222,22ee28a3-fcbf-eeaf-5ca2-d3f07c062749,13,2,20251103,685,20,1,11,0,0,Roku,Personnel
1055,291,82319bfe-4e81-3d03-1b81-2a288c5db69c,26,4,20260205,644,15,1,10,0,0,The Bliss Group,Personnel
1056,47,e5bb0261-31de-5a9b-042f-3bb56524da0f,1,1,20260108,705,16,1,11,0,1,The New York & Presbyterian,Personnel
1057,288,24635db7-6572-c8a5-3f10-ac700daf4bc2,24,2,20260114,600,10,2,10,0,0,Locality,Visitor
1058,73,4fd57be5-20d0-23f0-d53b-7cf8abbae1a1,3,2,20251202,627,7,1,10,0,0,FASHIONPHILE,Personnel
1059,288,24635db7-6572-c8a5-3f10-ac700daf4bc2,24,2,20251118,608,2,1,10,0,0,Locality,Personnel
1060,48,44448012-1132-7e36-978e-8e3a6ab9c301,2,1,20260122,533,11,1,8,0,0,Ralph Lauren Corporation,Personnel
1061,168,5c4d32cf-bd72-0552-f52e-7ded072a6024,8,3,20251107,971,3,1,16,0,0,Amazon,Personnel
1062,148,ac9d79f5-4234-91d0-11be-eb43ceb357d4,6,1,20251106,720,18,1,12,0,0,Jack Studios Inc,Personnel
1063,280,1bfe9ae5-b9d6-6ee7-764a-1586870ca6a3,22,5,20260206,628,5,2,10,0,1,JP Morgan Chase,Visitor
1064,244,7d46b8c4-ff9d-c479-a816-0a9a992e63f9,16,5,20260129,926,4,1,15,0,0,Guidehouse,Personnel
1065,3,bc0a8b13-9278-8b74-40b5-c505a31bc64a,1,1,20260202,691,9,1,11,0,0,The New York & Presbyterian,Personnel
1066,108,1573d3a7-87e6-42d9-c0c2-1d35267ccc1f,4,2,20260210,712,14,1,11,0,1,Convene,Personnel
1067,271,a2511fec-1f3a-7111-e606-33a9a975560b,20,3,20251224,687,8,1,11,1,1,West Monroe,Personnel
1068,246,90ed8305-1457-8457-1b71-fc951c8fab19,16,5,20251203,719,13,2,11,0,0,Guidehouse,Visitor
1069,265,ec09cf85-b854-2abc-779a-1605be0c0c22,19,2,20260106,802,11,1,13,1,1,Elite Model World,Personnel
1070,121,a7b63698-60f9-5e52-e5af-046ebedfbc98,5,2,20260212,499,6,1,8,0,0,Convene 31,Personnel
1071,222,22ee28a3-fcbf-eeaf-5ca2-d3f07c062749,13,2,20251217,834,7,1,13,0,1,Roku,Personnel
1072,204,03a19036-8e1d-d5eb-126f-9ddd281332bd,10,4,20260122,876,3,2,14,0,0,Linhart Dentistry,Visitor
1073,61,58adfc00-194f-3207-37f2-3d1c5873df31,2,1,20251104,683,11,1,11,0,0,Ralph Lauren Corporation,Personnel
1074,131,827ed2f0-ac49-49cb-da81-cbd09c862eea,6,1,20251218,624,1,1,10,0,0,Jack Studios Inc,Personnel
1075,184,087a01f1-f785-3f7d-711f-907290f15664,9,1,20251210,679,5,1,11,0,0,Warburg Pincus,Personnel
1076,83,31c5450d-bf71-704f-206f-931c01fc159a,3,2,20251110,896,10,2,14,0,0,FASHIONPHILE,Visitor
1077,71,90b1141d-899f-c9b1-5caa-d5d3fa56aec6,3,2,20260203,688,12,1,11,1,1,FASHIONPHILE,Personnel
1078,151,f4437f79-b809-babf-867d-1cbfb38b65de,7,3,20260115,603,1,1,10,0,0,Mizuho Americas Services,Personnel
1079,136,ab73affd-8024-03e9-753c-aa05046497be,6,1,20251219,627,14,1,10,0,0,Jack Studios Inc,Personnel
1080,141,585ccf26-4246-9083-979b-3e11ed5c96a5,6,1,20260211,565,13,1,9,0,0,Jack Studios Inc,Personnel
1081,239,a9766ed5-372c-23b0-e73d-249fe0a9fb20,15,5,20251223,505,13,1,8,0,0,Canada,Personnel
1082,213,808fb319-d439-5940-5e72-845190d0d1a9,12,3,20260212,771,17,1,12,0,0,Palantir & Current,Personnel
1083,207,e170b083-bb13-89b2-dc89-7299691177d8,11,4,20251211,621,11,1,10,0,0,RGN-New York XXXII LLC,Personnel
1084,258,e81e9a0c-ff15-f54a-0c0b-84b7b67152d6,18,1,20251125,645,11,1,10,0,0,RXR (75 Rock),Personnel
1085,78,c1f4fada-315b-5e69-40a6-c927127e4bc6,3,2,20251201,1090,16,2,18,0,0,FASHIONPHILE,Visitor
1086,124,c751cc4a-36fc-f9ae-a6d8-ab1f25da3e8d,5,2,20251118,664,14,1,11,0,0,Convene 31,Personnel
1087,102,87d756d6-6ccb-890e-7763-c3cfdc28593c,4,2,20251125,590,17,1,9,0,0,Convene,Personnel
1088,154,917e28a7-e138-938b-248b-8c1570825695,7,3,20251112,838,10,1,13,0,0,Mizuho Americas Services,Personnel
1089,275,e2d768ed-b72f-c306-f2c4-eca1f76040fe,21,4,20251117,898,9,1,14,0,0,STRAUB COLLABORATIVE,Personnel
1090,276,ad7ba83b-3253-f924-5b5b-3ebe8014cef9,21,4,20260114,818,3,1,13,0,0,STRAUB COLLABORATIVE,Personnel
1091,88,aee91261-a748-d316-eb27-3902442b1769,3,2,20251222,714,16,1,11,0,0,FASHIONPHILE,Personnel
1092,104,41ed446f-8949-ce63-27de-5fa29551077d,4,2,20251230,573,5,1,9,0,0,Convene,Personnel
1093,297,6c78b4a3-6840-6be7-471b-67eb877b54ca,29,2,20260115,657,10,1,10,0,0,OXO International Inc,Personnel
1094,3,bc0a8b13-9278-8b74-40b5-c505a31bc64a,1,1,20251204,526,13,2,8,0,0,The New York & Presbyterian,Visitor
1095,81,3c6607ec-3a46-f23c-8ee3-b95b9ab30286,3,2,20260105,852,4,1,14,0,0,FASHIONPHILE,Personnel
1096,43,919204f7-7dee-8acb-e7b3-3ef5d96ba78a,1,1,20260211,651,15,1,10,0,1,The New York & Presbyterian,Personnel
1097,121,a7b63698-60f9-5e52-e5af-046ebedfbc98,5,2,20260210,715,11,2,11,0,0,Convene 31,Visitor
1098,163,e32df4d1-7d9f-d2db-e826-f70d72e24d2c,7,3,20251112,629,5,2,10,0,0,Mizuho Americas Services,Visitor
1099,70,dc721279-ece4-8963-1b9a-75808b9c7959,3,2,20251212,744,9,1,12,1,1,FASHIONPHILE,Personnel
1100,221,7df9fd56-a0b2-43f1-4d80-ee205c8ae199,13,2,20251205,620,18,2,10,0,0,Roku,Visitor
1101,235,f06e7818-c806-e815-6f72-0adca9c98da0,14,1,20251218,659,19,1,10,0,0,32 BJ Union,Personnel
1102,179,b194b98b-d086-3169-7240-344dba440fea,8,3,20251112,374,20,1,6,0,0,Amazon,Personnel
1103,109,3b37bdc4-87df-7820-d73c-89df2b0beb7c,4,2,20260211,577,16,1,9,0,0,Convene,Personnel
1104,172,02e8d818-a0ec-2701-0ff7-1221a482b10f,8,3,20260130,553,2,1,9,1,1,Amazon,Personnel
1105,45,b469204b-1fee-9686-e3b9-358773052115,1,1,20251224,543,5,1,9,0,0,The New York & Presbyterian,Personnel
1106,292,8e96a1f0-ce5a-0b2f-1a36-99a2372b98c6,26,4,20251216,633,15,1,10,0,0,The Bliss Group,Personnel
1107,163,e32df4d1-7d9f-d2db-e826-f70d72e24d2c,7,3,20251118,644,2,1,10,0,0,Mizuho Americas Services,Personnel
1108,205,d623c737-d3ef-e076-3595-0a824e9a48e3,11,4,20251103,667,3,1,11,0,0,RGN-New York XXXII LLC,Personnel
1109,99,84a32dd2-48e7-8e1f-12f0-2797395da24c,4,2,20251119,942,9,2,15,0,0,Convene,Visitor
1110,212,22641690-d15c-01b2-9564-f5f9e3fc371e,11,4,20251120,667,20,1,11,0,0,RGN-New York XXXII LLC,Personnel
1111,161,42616865-95ea-2b04-a5ea-3da7787d6cea,7,3,20251128,883,7,1,14,0,0,Mizuho Americas Services,Personnel
1112,189,9542698a-0ae9-fb94-816f-b5e4e9b773d6,9,1,20251112,604,4,1,10,0,1,Warburg Pincus,Personnel
1113,96,89504b4e-ae35-7bfd-750e-2aa682407952,4,2,20260203,1033,11,1,17,1,1,Convene,Personnel
1114,90,0237f393-aae5-d173-a32c-020eeb16207d,3,2,20260108,566,5,1,9,0,0,FASHIONPHILE,Personnel
1115,240,8d633117-fe5b-8fd9-ca5c-aa6074d48c2c,15,5,20251224,977,9,2,16,0,1,Canada,Visitor
1116,241,d6c97267-2383-8b3e-c3af-678cb50c254f,15,5,20260211,678,4,2,11,0,0,Canada,Visitor
1117,38,f361245f-e671-ec9c-9d65-5fb5b1c5589a,1,1,20260121,553,10,1,9,0,0,The New York & Presbyterian,Personnel
1118,77,c9e6de25-6c6d-aa21-b5f1-e1b19cee9ef6,3,2,20251204,595,5,1,9,0,0,FASHIONPHILE,Personnel
1119,244,7d46b8c4-ff9d-c479-a816-0a9a992e63f9,16,5,20251211,1025,19,1,17,0,0,Guidehouse,Personnel
1120,201,f0a8b495-8758-b193-d7d5-504639cc60bc,10,4,20251204,592,5,1,9,0,0,Linhart Dentistry,Personnel
1121,218,72155ecc-855c-c933-e439-202dd8bef13c,12,3,20260112,631,4,1,10,0,0,Palantir & Current,Personnel
1122,61,58adfc00-194f-3207-37f2-3d1c5873df31,2,1,20251216,723,8,1,12,0,0,Ralph Lauren Corporation,Personnel
1123,273,0a599632-f038-589e-cfe0-546e2b53aafc,21,4,20251104,607,3,1,10,0,0,STRAUB COLLABORATIVE,Personnel
1124,212,22641690-d15c-01b2-9564-f5f9e3fc371e,11,4,20260120,966,2,1,16,0,0,RGN-New York XXXII LLC,Personnel
1125,290,d0d05c5a-d126-2a11-8f39-c42e82fe97cd,25,3,20260126,858,6,1,14,1,1,Persistent Systems LLC,Personnel
1126,189,9542698a-0ae9-fb94-816f-b5e4e9b773d6,9,1,20251218,824,18,1,13,0,0,Warburg Pincus,Personnel
1127,73,4fd57be5-20d0-23f0-d53b-7cf8abbae1a1,3,2,20251104,585,7,1,9,0,0,FASHIONPHILE,Personnel
1128,56,9a612bba-141b-0166-f3a7-bee44ca62d5e,2,1,20260112,615,12,2,10,0,0,Ralph Lauren Corporation,Visitor
1129,84,cc25526b-04dc-297d-5067-9e9dc03bb11a,3,2,20260102,1037,12,1,17,0,0,FASHIONPHILE,Personnel
1130,213,808fb319-d439-5940-5e72-845190d0d1a9,12,3,20251222,970,19,1,16,0,1,Palantir & Current,Personnel
1131,291,82319bfe-4e81-3d03-1b81-2a288c5db69c,26,4,20251219,572,9,2,9,0,1,The Bliss Group,Visitor
1132,96,89504b4e-ae35-7bfd-750e-2aa682407952,4,2,20251208,868,2,2,14,0,0,Convene,Visitor
1133,126,d80a8c59-718d-8c54-c7c2-57413d97f336,5,2,20260203,591,9,1,9,0,0,Convene 31,Personnel
1134,249,db81b5e0-ed39-264c-eec1-fbd4b229af8b,17,4,20260102,548,16,1,9,0,0,StoneX Group Inc,Personnel
1135,74,301ab779-eb79-7bfc-e991-321f5a2cfbad,3,2,20251107,864,8,1,14,0,0,FASHIONPHILE,Personnel
1136,12,b3396a7c-95c4-accb-e049-1431903850c5,1,1,20251229,604,2,2,10,0,0,The New York & Presbyterian,Visitor
1137,237,d6c4cde6-4b32-3805-b330-42c08d876ff8,15,5,20251128,619,19,1,10,0,0,Canada,Personnel
1138,57,08c9058c-e891-3cac-4f9e-74d35273bef6,2,1,20251126,838,14,2,13,0,0,Ralph Lauren Corporation,Visitor
1139,31,a719622b-ab2e-9e5c-258f-431ee3cde163,1,1,20251219,775,20,1,12,0,0,The New York & Presbyterian,Personnel
1140,186,8fa03b98-bd90-97ed-f498-8cdf20460f56,9,1,20251112,812,18,1,13,0,0,Warburg Pincus,Personnel
1141,10,0277cfb8-1a69-f658-b217-40ab8c44af4a,1,1,20251210,873,9,1,14,0,0,The New York & Presbyterian,Personnel
1142,231,8a01651e-3227-a1ff-b6ce-8605a146c5b6,14,1,20251203,620,16,1,10,0,0,32 BJ Union,Personnel
1143,223,64591253-d8a1-c945-7861-f0fb97b6b787,13,2,20260128,1071,2,1,17,1,1,Roku,Personnel
1144,116,f1b75f8e-414e-c4b5-00c8-d52ece9d8565,5,2,20260128,439,17,1,7,0,0,Convene 31,Personnel
1145,180,4cd6b1a1-d78e-20cf-d347-f0dc907db867,8,3,20251105,1015,13,2,16,0,0,Amazon,Visitor
1146,185,6df446b4-8d31-8187-f010-5c19b41c8cc9,9,1,20251118,518,20,1,8,0,0,Warburg Pincus,Personnel
1147,137,3c9618b5-2a2c-d9fa-cc60-f2975e5b27e7,6,1,20251223,876,2,1,14,0,0,Jack Studios Inc,Personnel
1148,101,fde7ddd2-b63c-db47-391f-f55398bfe71b,4,2,20260109,507,6,1,8,0,0,Convene,Personnel
1149,96,89504b4e-ae35-7bfd-750e-2aa682407952,4,2,20251205,950,6,1,15,0,0,Convene,Personnel
1150,44,2d4ef446-b0b1-9641-a3dd-96599f454fbf,1,1,20260212,811,7,1,13,0,0,The New York & Presbyterian,Personnel
1151,96,89504b4e-ae35-7bfd-750e-2aa682407952,4,2,20260107,611,8,2,10,0,0,Convene,Visitor
1152,218,72155ecc-855c-c933-e439-202dd8bef13c,12,3,20251217,1020,12,1,17,0,0,Palantir & Current,Personnel
1153,56,9a612bba-141b-0166-f3a7-bee44ca62d5e,2,1,20260106,616,19,1,10,1,1,Ralph Lauren Corporation,Personnel
1154,223,64591253-d8a1-c945-7861-f0fb97b6b787,13,2,20251230,892,17,1,14,0,0,Roku,Personnel
1155,127,15ff71cd-a81e-e88e-b09e-337bdc581e13,5,2,20251229,526,5,1,8,0,0,Convene 31,Personnel
1156,283,d78d002f-d488-cc39-5712-dacc8d653be0,23,5,20260206,583,6,2,9,0,0,Cahill Gordon,Visitor
1157,29,93198907-a64b-c59e-cf45-e8f472a432a2,1,1,20260107,487,15,1,8,0,0,The New York & Presbyterian,Personnel
1158,297,6c78b4a3-6840-6be7-471b-67eb877b54ca,29,2,20251224,492,5,2,8,0,0,OXO International Inc,Visitor
1159,34,b46d8161-b151-5ccb-19f7-3ee9c247e006,1,1,20251103,641,1,1,10,0,0,The New York & Presbyterian,Personnel
1160,202,9f502a29-f707-81f3-3376-d335be6c6225,10,4,20260212,709,19,1,11,0,0,Linhart Dentistry,Personnel
1161,1,a2d996fc-9e97-16e4-3c98-80a889ae7c23,1,1,20251117,540,20,1,9,0,0,The New York & Presbyterian,Personnel
1162,258,e81e9a0c-ff15-f54a-0c0b-84b7b67152d6,18,1,20251203,654,10,1,10,1,1,RXR (75 Rock),Personnel
1163,29,93198907-a64b-c59e-cf45-e8f472a432a2,1,1,20260205,566,2,2,9,0,1,The New York & Presbyterian,Visitor
1164,242,31e4ed7f-6ad8-3e3d-e6cb-326ef7ee9a48,15,5,20251126,978,15,2,16,0,0,Canada,Visitor
1165,249,db81b5e0-ed39-264c-eec1-fbd4b229af8b,17,4,20251218,803,15,1,13,0,0,StoneX Group Inc,Personnel
1166,298,dc2ac6f8-d3f4-d9c7-c274-aa7010fedaf8,29,2,20260204,472,8,1,7,0,0,OXO International Inc,Personnel
1167,68,d85cabd3-2f4e-6197-136d-8226a2ad4942,2,1,20260106,588,17,2,9,0,1,Ralph Lauren Corporation,Visitor
1168,207,e170b083-bb13-89b2-dc89-7299691177d8,11,4,20251103,586,19,2,9,0,0,RGN-New York XXXII LLC,Visitor
1169,167,e6329b9f-76e1-5a1a-6284-e47ff6e3519e,8,3,20251126,588,9,1,9,0,0,Amazon,Personnel
1170,31,a719622b-ab2e-9e5c-258f-431ee3cde163,1,1,20260122,556,18,2,9,0,0,The New York & Presbyterian,Visitor
1171,232,d3fdbe3e-4b6b-abd1-ccce-024807d4d95b,14,1,20260204,572,5,1,9,0,0,32 BJ Union,Personnel
1172,263,1f26e804-3bb8-d507-e912-344f9a45e539,19,2,20251211,550,9,1,9,0,0,Elite Model World,Personnel
1173,236,75ad8198-7bc2-c2ba-117c-f51d99587e8f,15,5,20251119,924,20,1,15,0,0,Canada,Personnel
1174,89,7b562a30-364b-954d-541c-ab9e5f8fcb75,3,2,20251205,663,2,1,11,1,1,FASHIONPHILE,Personnel
1175,207,e170b083-bb13-89b2-dc89-7299691177d8,11,4,20251104,528,14,1,8,0,0,RGN-New York XXXII LLC,Personnel
1176,116,f1b75f8e-414e-c4b5-00c8-d52ece9d8565,5,2,20260120,694,18,1,11,0,0,Convene 31,Personnel
1177,47,e5bb0261-31de-5a9b-042f-3bb56524da0f,1,1,20251128,818,18,1,13,0,0,The New York & Presbyterian,Personnel
1178,207,e170b083-bb13-89b2-dc89-7299691177d8,11,4,20251223,852,19,1,14,0,0,RGN-New York XXXII LLC,Personnel
1179,223,64591253-d8a1-c945-7861-f0fb97b6b787,13,2,20260123,730,2,1,12,0,0,Roku,Personnel
1180,13,aabf7434-d264-ad4f-1096-7561dd51e1d8,1,1,20251210,909,7,1,15,0,1,The New York & Presbyterian,Personnel
1181,233,dd6e2a2b-5d5c-71f6-6d2d-be243ed2401d,14,1,20251120,585,11,1,9,1,1,32 BJ Union,Personnel
1182,163,e32df4d1-7d9f-d2db-e826-f70d72e24d2c,7,3,20260113,608,4,1,10,0,0,Mizuho Americas Services,Personnel
1183,199,91af50fc-e08a-fe5b-a49f-70c0057b19d8,10,4,20260115,722,6,1,12,0,0,Linhart Dentistry,Personnel
1184,85,2e7ec643-23c3-3688-05b9-5d7c60f10718,3,2,20251202,597,16,1,9,0,0,FASHIONPHILE,Personnel
1185,109,3b37bdc4-87df-7820-d73c-89df2b0beb7c,4,2,20260128,609,20,1,10,0,0,Convene,Personnel
1186,57,08c9058c-e891-3cac-4f9e-74d35273bef6,2,1,20260126,691,12,1,11,1,1,Ralph Lauren Corporation,Personnel
1187,267,2ace2df6-eb35-0f29-8157-5366ab0eafb7,20,3,20260114,822,13,1,13,0,0,West Monroe,Personnel
1188,107,eb36e847-ced1-f9a9-6ca2-16ddecbaddac,4,2,20260126,627,1,1,10,0,0,Convene,Personnel
1189,179,b194b98b-d086-3169-7240-344dba440fea,8,3,20260115,700,14,2,11,0,0,Amazon,Visitor
1190,246,90ed8305-1457-8457-1b71-fc951c8fab19,16,5,20251126,603,15,2,10,0,0,Guidehouse,Visitor
1191,182,d383042a-d4e9-89e0-e340-17d711d8ce32,9,1,20260108,694,15,1,11,0,1,Warburg Pincus,Personnel
1192,249,db81b5e0-ed39-264c-eec1-fbd4b229af8b,17,4,20251217,618,18,1,10,0,0,StoneX Group Inc,Personnel
1193,241,d6c97267-2383-8b3e-c3af-678cb50c254f,15,5,20251218,613,13,1,10,0,1,Canada,Personnel
1194,246,90ed8305-1457-8457-1b71-fc951c8fab19,16,5,20251113,588,3,1,9,0,0,Guidehouse,Personnel
1195,236,75ad8198-7bc2-c2ba-117c-f51d99587e8f,15,5,20251121,574,4,1,9,0,0,Canada,Personnel
1196,266,e0e3b519-3187-0247-45e0-82d954c47c38,19,2,20260205,576,18,2,9,0,0,Elite Model World,Visitor
1197,40,04dc731f-2ef1-8704-e4de-276732484f66,1,1,20260206,625,19,1,10,0,0,The New York & Presbyterian,Personnel
1198,169,d5b55ec3-6648-5994-6790-bc6ddef9ddff,8,3,20260130,598,9,1,9,0,0,Amazon,Personnel
1199,259,7632e70d-a55a-de63-d58c-42dbc930b1ca,18,1,20251119,861,12,2,14,0,0,RXR (75 Rock),Visitor
1200,161,42616865-95ea-2b04-a5ea-3da7787d6cea,7,3,20251202,579,9,1,9,0,0,Mizuho Americas Services,Personnel
1201,254,4de1e144-160d-c296-0169-7132a0e97998,17,4,20260210,566,16,1,9,0,0,StoneX Group Inc,Personnel
1202,11,16fe5474-486b-fd72-8c59-0387aa913cef,1,1,20260114,648,6,1,10,0,0,The New York & Presbyterian,Personnel
1203,84,cc25526b-04dc-297d-5067-9e9dc03bb11a,3,2,20251106,656,2,2,10,0,0,FASHIONPHILE,Visitor
1204,30,4e1af473-f76e-fffe-a917-9337b77b9367,1,1,20251111,579,13,1,9,0,0,The New York & Presbyterian,Personnel
1205,181,ac4dc73d-cbad-8afc-bba6-e296288a1b0f,8,3,20251118,547,18,1,9,0,0,Amazon,Personnel
1206,173,7156224d-6ba0-834b-470e-0e48b3e13072,8,3,20251202,567,16,1,9,0,0,Amazon,Personnel
1207,97,35e27aef-5020-8f65-4227-5002498ec2ae,4,2,20251110,814,17,1,13,0,0,Convene,Personnel
1208,237,d6c4cde6-4b32-3805-b330-42c08d876ff8,15,5,20260115,624,3,1,10,0,0,Canada,Personnel
1209,21,646e7270-9d3f-9b83-6bd5-8a2a9a3991a8,1,1,20251219,539,5,1,8,0,0,The New York & Presbyterian,Personnel
1210,34,b46d8161-b151-5ccb-19f7-3ee9c247e006,1,1,20251111,644,6,2,10,0,0,The New York & Presbyterian,Visitor
1211,132,377fca19-dc32-3c06-c830-33483372d5d8,6,1,20260205,593,16,1,9,0,0,Jack Studios Inc,Personnel
1212,124,c751cc4a-36fc-f9ae-a6d8-ab1f25da3e8d,5,2,20251119,541,1,1,9,0,1,Convene 31,Personnel
1213,25,0010b8ac-a7cb-c470-8833-500bc78a071c,1,1,20251118,573,4,1,9,0,0,The New York & Presbyterian,Personnel
1214,125,cf4f3f3d-0434-f205-4e89-517868addc3c,5,2,20251210,831,2,1,13,0,0,Convene 31,Personnel
1215,132,377fca19-dc32-3c06-c830-33483372d5d8,6,1,20251111,665,4,1,11,0,0,Jack Studios Inc,Personnel
1216,65,cc602dda-eea9-e82b-49e4-3a3583652287,2,1,20260209,554,10,1,9,0,1,Ralph Lauren Corporation,Personnel
1217,281,5906391c-98ac-9145-f1b8-eeb8dc7d87e1,22,5,20251125,702,4,1,11,0,0,JP Morgan Chase,Personnel
